candidate_id,family,center_wavelength_nm,cavity_span_nm,top_pair_count,bottom_pair_count,bottom_reflectivity_proxy,termination,spectral_peak_wavelength_nm_at_theta0,spectral_FWHM_nm_at_theta0,angular_peak_angle_deg_at_453,angular_FWHM_deg_at_453,peak_abs_angle_deg_at_453,I_normal_0_5deg_at_453,I_offaxis_20_30deg_at_453,eta5,eta10,eta20,eta30,normal_offaxis_ratio_at_453,pass_level,failure_reason,score,cavity_validity_class,effective_bottom_reflector,top_mirror_extraction_risk,angular_lobe_quality_flag,normal_offaxis_same_basis,I_proxy_normal_abs_at_453,I_proxy_offaxis_abs_at_453,I_proxy_peak_estimate_at_453,ratio_artifact_warning,fwhm_artifact_warning,physical_audit_warning,conservative_score
R2_1_01642,R2B_Khaidarov_hybrid_scaled_control,453,230,8,4,0.722,SiO2_25nm,452.785,4.184762,2.0,27.0,2.0,1.481562,0.74978,0.29058,0.492896,0.722569,0.970454,1.975996,Level C,angular too broad,1.381843,true_two_mirror_cavity,DBR proxy,medium,broad_or_pedestal_proxy,yes_proxy_I_basis,1.481562,0.74978,1.481562,,proxy_formula_repeated_value_not_true_interpolated_TMM_FWHM,needs FDTD confirmation,0.893051
R2_1_01736,R2B_Khaidarov_hybrid_scaled_control,453,320,8,6,0.8534,TiO2_50nm,452.99,4.01141,1.0,27.0,1.0,1.460781,0.73038,0.317512,0.509559,0.695923,0.966624,2.000029,Level C,angular too broad,1.380183,true_two_mirror_cavity,DBR proxy,medium,broad_or_pedestal_proxy,yes_proxy_I_basis,1.460781,0.73038,1.460781,,proxy_formula_repeated_value_not_true_interpolated_TMM_FWHM,needs FDTD confirmation,0.998222
R2_1_01605,R2B_Khaidarov_hybrid_scaled_control,453,290,8,2,0.4727,TiO2_25nm,453.205,4.558344,2.0,27.0,2.0,1.48824,0.766074,0.280454,0.481716,0.729282,0.971077,1.942685,Level C,angular too broad,1.379906,weak_bottom_reflector,weak DBR proxy,medium,broad_or_pedestal_proxy,yes_proxy_I_basis,1.48824,0.766074,1.48824,,proxy_formula_repeated_value_not_true_interpolated_TMM_FWHM,needs FDTD confirmation,-0.155821
R2_1_01665,R2B_Khaidarov_hybrid_scaled_control,453,290,8,4,0.722,TiO2_25nm,453.085,4.184762,0.0,27.0,0.0,1.457966,0.719377,0.310559,0.504539,0.70847,0.968436,2.026708,Level C,angular too broad,1.378056,true_two_mirror_cavity,DBR proxy,medium,broad_or_pedestal_proxy,yes_proxy_I_basis,1.457966,0.719377,1.457966,,proxy_formula_repeated_value_not_true_interpolated_TMM_FWHM,needs FDTD confirmation,1.079939
R2_1_03822,R2D_all_dielectric_highR_mediumR_scan,453,280,6,6,0.8534,SiO2_25nm,452.965,4.082631,3.0,27.0,3.0,1.447313,0.704698,0.295827,0.508362,0.726591,0.970567,2.053807,Level C,angular too broad,1.376429,true_two_mirror_cavity,DBR proxy,low,broad_or_pedestal_proxy,yes_proxy_I_basis,1.447313,0.704698,1.447313,,proxy_formula_repeated_value_not_true_interpolated_TMM_FWHM,needs FDTD confirmation,1.262771
R2_1_02324,R2B_Khaidarov_hybrid_scaled_control,453,290,12,6,0.8534,TiO2_50nm,452.49,3.911333,0.0,26.0,0.0,1.432673,0.658468,0.410521,0.546789,0.632673,0.958374,2.175766,Level C,angular too broad,1.375878,true_two_mirror_cavity,DBR proxy,high,broad_or_pedestal_proxy,yes_proxy_I_basis,1.432673,0.658468,1.432673,,proxy_formula_repeated_value_not_true_interpolated_TMM_FWHM,needs FDTD confirmation,0.647454
R2_1_03308,R2C_C2_medium_bottomR_upgrade,453,200,12,0,0.12,TiO2_50nm,452.75,5.238325,1.0,27.0,1.0,1.462883,0.715177,0.337503,0.523206,0.681512,0.964445,2.045483,Level C,angular too broad,1.375589,top_filter_only,none in proxy,high,broad_or_pedestal_proxy,yes_proxy_I_basis,1.462883,0.715177,1.462883,,proxy_formula_repeated_value_not_true_interpolated_TMM_FWHM,"top-filter control, not true RCLED cavity",-2.672344
R2_1_04174,R2D_all_dielectric_highR_mediumR_scan,453,260,8,8,0.9227,SiO2_25nm,452.445,3.871385,2.0,26.0,2.0,1.424478,0.640848,0.373845,0.560218,0.672909,0.962973,2.222804,Level C,angular too broad,1.372609,true_two_mirror_cavity,DBR proxy,medium,broad_or_pedestal_proxy,yes_proxy_I_basis,1.424478,0.640848,1.424478,,proxy_formula_repeated_value_not_true_interpolated_TMM_FWHM,needs FDTD confirmation,1.117643
R2_1_02315,R2B_Khaidarov_hybrid_scaled_control,453,260,12,6,0.8534,none,453.34,3.911333,0.0,26.0,0.0,1.431187,0.675896,0.410838,0.537777,0.622254,0.957192,2.117467,Level C,angular too broad,1.372479,true_two_mirror_cavity,DBR proxy,high,broad_or_pedestal_proxy,yes_proxy_I_basis,1.431187,0.675896,1.431187,,proxy_formula_repeated_value_not_true_interpolated_TMM_FWHM,needs FDTD confirmation,0.612252
R2_1_01548,R2B_Khaidarov_hybrid_scaled_control,453,300,8,0,0.12,TiO2_50nm,452.75,5.217432,2.0,27.0,2.0,1.488069,0.771859,0.276173,0.474984,0.73139,0.97039,1.927902,Level C,angular too broad,1.369279,top_filter_only,none in proxy,medium,broad_or_pedestal_proxy,yes_proxy_I_basis,1.488069,0.771859,1.488069,,proxy_formula_repeated_value_not_true_interpolated_TMM_FWHM,"top-filter control, not true RCLED cavity",-2.217443
R2_1_01770,R2B_Khaidarov_hybrid_scaled_control,453,250,8,8,0.9227,SiO2_25nm,453.145,3.925662,2.0,27.0,2.0,1.472331,0.751091,0.314762,0.511549,0.691312,0.96582,1.960256,Level C,angular too broad,1.369071,true_two_mirror_cavity,DBR proxy,medium,broad_or_pedestal_proxy,yes_proxy_I_basis,1.472331,0.751091,1.472331,,proxy_formula_repeated_value_not_true_interpolated_TMM_FWHM,needs FDTD confirmation,0.90295
R2_1_02017,R2B_Khaidarov_hybrid_scaled_control,453,270,10,6,0.8534,TiO2_25nm,452.565,3.945315,0.0,26.0,0.0,1.43247,0.672671,0.365523,0.539133,0.666901,0.962425,2.129525,Level C,angular too broad,1.368769,true_two_mirror_cavity,DBR proxy,high,broad_or_pedestal_proxy,yes_proxy_I_basis,1.43247,0.672671,1.43247,,proxy_formula_repeated_value_not_true_interpolated_TMM_FWHM,needs FDTD confirmation,0.61696
R2_1_01537,R2B_Khaidarov_hybrid_scaled_control,453,270,8,0,0.12,TiO2_25nm,452.725,5.217432,2.0,27.0,2.0,1.482572,0.759063,0.280127,0.478585,0.730857,0.970425,1.953161,Level C,angular too broad,1.368581,top_filter_only,none in proxy,medium,broad_or_pedestal_proxy,yes_proxy_I_basis,1.482572,0.759063,1.482572,,proxy_formula_repeated_value_not_true_interpolated_TMM_FWHM,"top-filter control, not true RCLED cavity",-2.203112
R2_1_01766,R2B_Khaidarov_hybrid_scaled_control,453,240,8,8,0.9227,SiO2_25nm,452.845,3.925662,2.0,27.0,2.0,1.472802,0.751888,0.313117,0.511026,0.69284,0.966021,1.958806,Level C,angular too broad,1.368216,true_two_mirror_cavity,DBR proxy,medium,broad_or_pedestal_proxy,yes_proxy_I_basis,1.472802,0.751888,1.472802,,proxy_formula_repeated_value_not_true_interpolated_TMM_FWHM,needs FDTD confirmation,0.902151
R2_1_01672,R2B_Khaidarov_hybrid_scaled_control,453,310,8,4,0.722,TiO2_50nm,452.81,4.184762,1.0,27.0,1.0,1.458667,0.720149,0.308177,0.503544,0.710848,0.968761,2.025507,Level C,angular too broad,1.368185,true_two_mirror_cavity,DBR proxy,medium,broad_or_pedestal_proxy,yes_proxy_I_basis,1.458667,0.720149,1.458667,,proxy_formula_repeated_value_not_true_interpolated_TMM_FWHM,needs FDTD confirmation,0.999323
R2_1_03305,R2C_C2_medium_bottomR_upgrade,453,190,12,0,0.12,TiO2_25nm,453.325,5.238325,1.0,27.0,1.0,1.461766,0.712861,0.336347,0.523455,0.683498,0.96469,2.050563,Level C,angular too broad,1.368171,top_filter_only,none in proxy,high,broad_or_pedestal_proxy,yes_proxy_I_basis,1.461766,0.712861,1.461766,,proxy_formula_repeated_value_not_true_interpolated_TMM_FWHM,"top-filter control, not true RCLED cavity",-2.669463
R2_1_02019,R2B_Khaidarov_hybrid_scaled_control,453,270,10,6,0.8534,none,453.44,3.945315,0.0,26.0,0.0,1.431354,0.672147,0.365523,0.539133,0.666901,0.962425,2.129525,Level C,angular too broad,1.366561,true_two_mirror_cavity,DBR proxy,high,broad_or_pedestal_proxy,yes_proxy_I_basis,1.431354,0.672147,1.431354,,proxy_formula_repeated_value_not_true_interpolated_TMM_FWHM,needs FDTD confirmation,0.616793
R2_1_02290,R2B_Khaidarov_hybrid_scaled_control,453,200,12,6,0.8534,SiO2_25nm,452.165,3.911333,3.0,26.0,3.0,1.41944,0.608934,0.382499,0.575453,0.680715,0.963835,2.331023,Level C,angular too broad,1.366446,true_two_mirror_cavity,DBR proxy,high,broad_or_pedestal_proxy,yes_proxy_I_basis,1.41944,0.608934,1.41944,,proxy_formula_repeated_value_not_true_interpolated_TMM_FWHM,needs FDTD confirmation,0.498623
R2_1_02058,R2B_Khaidarov_hybrid_scaled_control,453,220,10,8,0.9227,SiO2_25nm,452.445,3.86234,2.0,27.0,2.0,1.459499,0.688819,0.352146,0.546573,0.677249,0.963536,2.118842,Level C,angular too broad,1.364678,true_two_mirror_cavity,DBR proxy,high,broad_or_pedestal_proxy,yes_proxy_I_basis,1.459499,0.688819,1.459499,,proxy_formula_repeated_value_not_true_interpolated_TMM_FWHM,needs FDTD confirmation,0.401243
R2_1_01527,R2B_Khaidarov_hybrid_scaled_control,453,240,8,0,0.12,none,452.7,5.217432,1.0,27.0,1.0,1.478896,0.754161,0.281416,0.479728,0.73062,0.970426,1.96098,Level C,angular too broad,1.36363,top_filter_only,none in proxy,medium,broad_or_pedestal_proxy,yes_proxy_I_basis,1.478896,0.754161,1.478896,,proxy_formula_repeated_value_not_true_interpolated_TMM_FWHM,"top-filter control, not true RCLED cavity",-2.118972
R2_1_01535,R2B_Khaidarov_hybrid_scaled_control,453,260,8,0,0.12,none,453.3,5.217432,1.0,27.0,1.0,1.478896,0.754161,0.281416,0.479728,0.73062,0.970426,1.96098,Level C,angular too broad,1.36363,top_filter_only,none in proxy,medium,broad_or_pedestal_proxy,yes_proxy_I_basis,1.478896,0.754161,1.478896,,proxy_formula_repeated_value_not_true_interpolated_TMM_FWHM,"top-filter control, not true RCLED cavity",-2.118972
R2_1_03775,R2D_all_dielectric_highR_mediumR_scan,453,310,6,4,0.722,none,453.36,4.262331,3.0,26.0,3.0,1.432182,0.684777,0.295717,0.504487,0.733338,0.971685,2.091457,Level C,angular too broad,1.363587,true_two_mirror_cavity,DBR proxy,low,broad_or_pedestal_proxy,yes_proxy_I_basis,1.432182,0.684777,1.432182,,proxy_formula_repeated_value_not_true_interpolated_TMM_FWHM,needs FDTD confirmation,1.328715
R2_1_01616,R2B_Khaidarov_hybrid_scaled_control,453,320,8,2,0.4727,TiO2_50nm,453.23,4.558344,3.0,27.0,3.0,1.486282,0.77603,0.275979,0.477766,0.730151,0.971177,1.915237,Level C,angular too broad,1.363534,weak_bottom_reflector,weak DBR proxy,medium,broad_or_pedestal_proxy,yes_proxy_I_basis,1.486282,0.77603,1.486282,,proxy_formula_repeated_value_not_true_interpolated_TMM_FWHM,needs FDTD confirmation,-0.252583
R2_1_03886,R2D_all_dielectric_highR_mediumR_scan,453,290,6,8,0.9227,SiO2_25nm,453.145,3.993845,2.0,27.0,2.0,1.442072,0.696536,0.321437,0.525485,0.701102,0.966779,2.070349,Level C,angular too broad,1.363107,true_two_mirror_cavity,DBR proxy,low,broad_or_pedestal_proxy,yes_proxy_I_basis,1.442072,0.696536,1.442072,,proxy_formula_repeated_value_not_true_interpolated_TMM_FWHM,needs FDTD confirmation,1.359013
R2_1_04497,R2D_all_dielectric_highR_mediumR_scan,453,320,10,8,0.9227,TiO2_25nm,452.945,3.809788,1.0,26.0,1.0,1.41211,0.676422,0.434796,0.521684,0.594462,0.954038,2.087617,Level C,angular too broad,1.362298,true_two_mirror_cavity,DBR proxy,high,broad_or_pedestal_proxy,yes_proxy_I_basis,1.41211,0.676422,1.41211,,proxy_formula_repeated_value_not_true_interpolated_TMM_FWHM,needs FDTD confirmation,0.519604
R2_1_01655,R2B_Khaidarov_hybrid_scaled_control,453,260,8,4,0.722,none,453.06,4.184762,0.0,27.0,0.0,1.446059,0.714055,0.313909,0.505667,0.704632,0.967918,2.025138,Level C,angular too broad,1.362064,true_two_mirror_cavity,DBR proxy,medium,broad_or_pedestal_proxy,yes_proxy_I_basis,1.446059,0.714055,1.446059,,proxy_formula_repeated_value_not_true_interpolated_TMM_FWHM,needs FDTD confirmation,1.077211
R2_1_03882,R2D_all_dielectric_highR_mediumR_scan,453,280,6,8,0.9227,SiO2_25nm,452.845,3.993845,2.0,27.0,2.0,1.441069,0.6952,0.323352,0.526129,0.699557,0.966578,2.072883,Level C,angular too broad,1.361438,true_two_mirror_cavity,DBR proxy,low,broad_or_pedestal_proxy,yes_proxy_I_basis,1.441069,0.6952,1.441069,,proxy_formula_repeated_value_not_true_interpolated_TMM_FWHM,needs FDTD confirmation,1.360383
R2_1_03835,R2D_all_dielectric_highR_mediumR_scan,453,310,6,6,0.8534,none,453.24,4.082631,2.0,27.0,2.0,1.434841,0.674516,0.320871,0.522431,0.711233,0.968321,2.127215,Level C,angular too broad,1.361165,true_two_mirror_cavity,DBR proxy,low,broad_or_pedestal_proxy,yes_proxy_I_basis,1.434841,0.674516,1.434841,,proxy_formula_repeated_value_not_true_interpolated_TMM_FWHM,needs FDTD confirmation,1.384945
R2_1_01710,R2B_Khaidarov_hybrid_scaled_control,453,250,8,6,0.8534,SiO2_25nm,453.265,4.01141,2.0,27.0,2.0,1.467506,0.737576,0.303955,0.504351,0.708902,0.968408,1.989633,Level C,angular too broad,1.360936,true_two_mirror_cavity,DBR proxy,medium,broad_or_pedestal_proxy,yes_proxy_I_basis,1.467506,0.737576,1.467506,,proxy_formula_repeated_value_not_true_interpolated_TMM_FWHM,needs FDTD confirmation,0.912993
R2_1_03707,R2D_all_dielectric_highR_mediumR_scan,453,290,6,2,0.4727,none,452.88,4.650534,3.0,27.0,3.0,1.456156,0.73384,0.274965,0.483016,0.741551,0.972819,1.984297,Level C,angular too broad,1.356472,weak_bottom_reflector,weak DBR proxy,low,broad_or_pedestal_proxy,yes_proxy_I_basis,1.456156,0.73384,1.456156,,proxy_formula_repeated_value_not_true_interpolated_TMM_FWHM,needs FDTD confirmation,0.176959
R2_1_03361,R2C_C2_medium_bottomR_upgrade,453,180,12,2,0.4727,TiO2_25nm,452.905,4.574284,1.0,27.0,1.0,1.462885,0.750153,0.345189,0.520848,0.656669,0.961305,1.950115,Level C,angular too broad,1.356118,weak_bottom_reflector,weak DBR proxy,high,broad_or_pedestal_proxy,yes_proxy_I_basis,1.462885,0.750153,1.462885,,proxy_formula_repeated_value_not_true_interpolated_TMM_FWHM,needs FDTD confirmation,-0.676441
R2_1_01725,R2B_Khaidarov_hybrid_scaled_control,453,290,8,6,0.8534,TiO2_25nm,452.965,4.01141,0.0,27.0,0.0,1.447677,0.726108,0.321024,0.510062,0.691153,0.965998,1.993751,Level C,angular too broad,1.355747,true_two_mirror_cavity,DBR proxy,medium,broad_or_pedestal_proxy,yes_proxy_I_basis,1.447677,0.726108,1.447677,,proxy_formula_repeated_value_not_true_interpolated_TMM_FWHM,needs FDTD confirmation,1.072489
R2_1_01545,R2B_Khaidarov_hybrid_scaled_control,453,290,8,0,0.12,TiO2_25nm,453.325,5.217432,2.0,27.0,2.0,1.480551,0.764504,0.277505,0.476212,0.731241,0.970406,1.936617,Level C,angular too broad,1.354098,top_filter_only,none in proxy,medium,broad_or_pedestal_proxy,yes_proxy_I_basis,1.480551,0.764504,1.480551,,proxy_formula_repeated_value_not_true_interpolated_TMM_FWHM,"top-filter control, not true RCLED cavity",-2.213342
R2_1_04195,R2D_all_dielectric_highR_mediumR_scan,453,310,8,8,0.9227,none,453.32,3.871385,1.0,26.0,1.0,1.41455,0.664755,0.391074,0.544742,0.642333,0.959483,2.127926,Level C,angular too broad,1.352345,true_two_mirror_cavity,DBR proxy,medium,broad_or_pedestal_proxy,yes_proxy_I_basis,1.41455,0.664755,1.41455,,proxy_formula_repeated_value_not_true_interpolated_TMM_FWHM,needs FDTD confirmation,1.139227
R2_1_01953,R2B_Khaidarov_hybrid_scaled_control,453,260,10,4,0.722,TiO2_25nm,452.385,4.112882,0.0,26.0,0.0,1.409752,0.630245,0.354836,0.541679,0.693653,0.965764,2.236832,Level C,angular too broad,1.347758,true_two_mirror_cavity,DBR proxy,high,broad_or_pedestal_proxy,yes_proxy_I_basis,1.409752,0.630245,1.409752,,proxy_formula_repeated_value_not_true_interpolated_TMM_FWHM,needs FDTD confirmation,0.664531
R2_1_01943,R2B_Khaidarov_hybrid_scaled_control,453,230,10,4,0.722,none,452.36,4.112882,0.0,26.0,0.0,1.40889,0.627677,0.353762,0.542096,0.695742,0.966019,2.244612,Level C,angular too broad,1.346104,true_two_mirror_cavity,DBR proxy,high,broad_or_pedestal_proxy,yes_proxy_I_basis,1.40889,0.627677,1.40889,,proxy_formula_repeated_value_not_true_interpolated_TMM_FWHM,needs FDTD confirmation,0.66907
R2_1_01661,R2B_Khaidarov_hybrid_scaled_control,453,280,8,4,0.722,TiO2_25nm,452.785,4.184762,0.0,27.0,0.0,1.444991,0.713001,0.311706,0.504964,0.707227,0.968267,2.026633,Level C,angular too broad,1.34548,true_two_mirror_cavity,DBR proxy,medium,broad_or_pedestal_proxy,yes_proxy_I_basis,1.444991,0.713001,1.444991,,proxy_formula_repeated_value_not_true_interpolated_TMM_FWHM,needs FDTD confirmation,1.077947
R2_1_04123,R2D_all_dielectric_highR_mediumR_scan,453,280,8,6,0.8534,none,452.54,3.954752,0.0,26.0,0.0,1.397225,0.623262,0.3818,0.552876,0.669072,0.962591,2.241793,Level C,angular too broad,1.345188,true_two_mirror_cavity,DBR proxy,medium,broad_or_pedestal_proxy,yes_proxy_I_basis,1.397225,0.623262,1.397225,,proxy_formula_repeated_value_not_true_interpolated_TMM_FWHM,needs FDTD confirmation,1.278279
R2_1_02007,R2B_Khaidarov_hybrid_scaled_control,453,240,10,6,0.8534,none,452.54,3.945315,0.0,26.0,0.0,1.418722,0.669702,0.366359,0.537981,0.664336,0.962126,2.118439,Level C,angular too broad,1.341742,true_two_mirror_cavity,DBR proxy,high,broad_or_pedestal_proxy,yes_proxy_I_basis,1.418722,0.669702,1.418722,,proxy_formula_repeated_value_not_true_interpolated_TMM_FWHM,needs FDTD confirmation,0.608246
R2_1_03638,R2D_all_dielectric_highR_mediumR_scan,453,270,6,0,0.12,SiO2_25nm,453.025,5.338562,4.0,27.0,4.0,1.460846,0.767846,0.263788,0.468029,0.741774,0.971804,1.902526,Level C,angular too broad,1.341347,top_filter_only,none in proxy,low,broad_or_pedestal_proxy,yes_proxy_I_basis,1.460846,0.767846,1.460846,,proxy_formula_repeated_value_not_true_interpolated_TMM_FWHM,"top-filter control, not true RCLED cavity",-2.006442
R2_1_01556,R2B_Khaidarov_hybrid_scaled_control,453,320,8,0,0.12,TiO2_50nm,453.35,5.217432,2.0,27.0,2.0,1.480482,0.775278,0.273469,0.472442,0.731598,0.970341,1.909613,Level C,angular too broad,1.340685,top_filter_only,none in proxy,medium,broad_or_pedestal_proxy,yes_proxy_I_basis,1.480482,0.775278,1.480482,,proxy_formula_repeated_value_not_true_interpolated_TMM_FWHM,"top-filter control, not true RCLED cavity",-2.229554
R2_1_01994,R2B_Khaidarov_hybrid_scaled_control,453,210,10,6,0.8534,SiO2_25nm,452.265,3.945315,2.0,26.0,2.0,1.417338,0.640494,0.337018,0.543886,0.705894,0.967094,2.212882,Level C,angular too broad,1.340681,true_two_mirror_cavity,DBR proxy,high,broad_or_pedestal_proxy,yes_proxy_I_basis,1.417338,0.640494,1.417338,,proxy_formula_repeated_value_not_true_interpolated_TMM_FWHM,needs FDTD confirmation,0.504705
R2_1_03711,R2D_all_dielectric_highR_mediumR_scan,453,300,6,2,0.4727,none,453.18,4.650534,4.0,27.0,4.0,1.451011,0.736024,0.273219,0.481351,0.741653,0.97284,1.971419,Level C,angular too broad,1.337998,weak_bottom_reflector,weak DBR proxy,low,broad_or_pedestal_proxy,yes_proxy_I_basis,1.451011,0.736024,1.451011,,proxy_formula_repeated_value_not_true_interpolated_TMM_FWHM,needs FDTD confirmation,0.08846
R2_1_01702,R2B_Khaidarov_hybrid_scaled_control,453,230,8,6,0.8534,SiO2_25nm,452.665,4.01141,2.0,27.0,2.0,1.458694,0.736133,0.300759,0.50261,0.711134,0.968732,1.981564,Level C,angular too broad,1.337756,true_two_mirror_cavity,DBR proxy,medium,broad_or_pedestal_proxy,yes_proxy_I_basis,1.458694,0.736133,1.458694,,proxy_formula_repeated_value_not_true_interpolated_TMM_FWHM,needs FDTD confirmation,0.90683
R2_1_01522,R2B_Khaidarov_hybrid_scaled_control,453,230,8,0,0.12,SiO2_25nm,453.025,5.217432,4.0,27.0,4.0,1.493941,0.838218,0.25674,0.455506,0.7305,0.96962,1.782282,Level C,angular too broad,1.337164,top_filter_only,none in proxy,medium,broad_or_pedestal_proxy,yes_proxy_I_basis,1.493941,0.838218,1.493941,,proxy_formula_repeated_value_not_true_interpolated_TMM_FWHM,"top-filter control, not true RCLED cavity",-2.463934
R2_1_03717,R2D_all_dielectric_highR_mediumR_scan,453,320,6,2,0.4727,TiO2_25nm,452.905,4.650534,4.0,27.0,4.0,1.451146,0.746228,0.269683,0.477917,0.741753,0.972868,1.944641,Level C,angular too broad,1.336565,weak_bottom_reflector,weak DBR proxy,low,broad_or_pedestal_proxy,yes_proxy_I_basis,1.451146,0.746228,1.451146,,proxy_formula_repeated_value_not_true_interpolated_TMM_FWHM,needs FDTD confirmation,0.072414
R2_1_03837,R2D_all_dielectric_highR_mediumR_scan,453,320,6,6,0.8534,TiO2_25nm,452.665,4.082631,2.0,27.0,2.0,1.423692,0.669808,0.31926,0.521792,0.712611,0.96851,2.125522,Level C,angular too broad,1.334076,true_two_mirror_cavity,DBR proxy,low,broad_or_pedestal_proxy,yes_proxy_I_basis,1.423692,0.669808,1.423692,,proxy_formula_repeated_value_not_true_interpolated_TMM_FWHM,needs FDTD confirmation,1.382257
R2_1_02075,R2B_Khaidarov_hybrid_scaled_control,453,260,10,8,0.9227,none,453.02,3.86234,0.0,27.0,0.0,1.435913,0.726302,0.376375,0.525584,0.629612,0.958058,1.97702,Level C,angular too broad,1.333524,true_two_mirror_cavity,DBR proxy,high,broad_or_pedestal_proxy,yes_proxy_I_basis,1.435913,0.726302,1.435913,,proxy_formula_repeated_value_not_true_interpolated_TMM_FWHM,needs FDTD confirmation,0.472612
R2_1_01608,R2B_Khaidarov_hybrid_scaled_control,453,300,8,2,0.4727,TiO2_50nm,452.63,4.558344,2.0,27.0,2.0,1.469782,0.760018,0.278978,0.480433,0.729604,0.971115,1.933879,Level C,angular too broad,1.332546,weak_bottom_reflector,weak DBR proxy,medium,broad_or_pedestal_proxy,yes_proxy_I_basis,1.469782,0.760018,1.469782,,proxy_formula_repeated_value_not_true_interpolated_TMM_FWHM,needs FDTD confirmation,-0.163873
R2_1_01597,R2B_Khaidarov_hybrid_scaled_control,453,270,8,2,0.4727,TiO2_25nm,452.605,4.558344,2.0,27.0,2.0,1.464653,0.747562,0.283354,0.484179,0.728541,0.970986,1.959239,Level C,angular too broad,1.332245,weak_bottom_reflector,weak DBR proxy,medium,broad_or_pedestal_proxy,yes_proxy_I_basis,1.464653,0.747562,1.464653,,proxy_formula_repeated_value_not_true_interpolated_TMM_FWHM,needs FDTD confirmation,-0.149426
R2_1_01650,R2B_Khaidarov_hybrid_scaled_control,453,250,8,4,0.722,SiO2_25nm,453.385,4.184762,2.0,27.0,2.0,1.456356,0.732361,0.293625,0.49506,0.7211,0.97023,1.988575,Level C,angular too broad,1.33185,true_two_mirror_cavity,DBR proxy,medium,broad_or_pedestal_proxy,yes_proxy_I_basis,1.456356,0.732361,1.456356,,proxy_formula_repeated_value_not_true_interpolated_TMM_FWHM,needs FDTD confirmation,0.896817
R2_1_03316,R2C_C2_medium_bottomR_upgrade,453,220,12,0,0.12,TiO2_50nm,453.35,5.238325,0.0,27.0,0.0,1.442612,0.70936,0.339654,0.522485,0.677409,0.963941,2.033683,Level C,angular too broad,1.330865,top_filter_only,none in proxy,high,broad_or_pedestal_proxy,yes_proxy_I_basis,1.442612,0.70936,1.442612,,proxy_formula_repeated_value_not_true_interpolated_TMM_FWHM,"top-filter control, not true RCLED cavity",-2.602464
R2_1_02089,R2B_Khaidarov_hybrid_scaled_control,453,300,10,8,0.9227,TiO2_25nm,453.345,3.86234,1.0,27.0,1.0,1.442666,0.710846,0.374067,0.533319,0.641492,0.959415,2.029506,Level C,angular too broad,1.329987,true_two_mirror_cavity,DBR proxy,high,broad_or_pedestal_proxy,yes_proxy_I_basis,1.442666,0.710846,1.442666,,proxy_formula_repeated_value_not_true_interpolated_TMM_FWHM,needs FDTD confirmation,0.425116
R2_1_04187,R2D_all_dielectric_highR_mediumR_scan,453,290,8,8,0.9227,none,452.72,3.871385,0.0,26.0,0.0,1.401676,0.667618,0.392418,0.540422,0.636221,0.958787,2.099519,Level C,angular too broad,1.327734,true_two_mirror_cavity,DBR proxy,medium,broad_or_pedestal_proxy,yes_proxy_I_basis,1.401676,0.667618,1.401676,,proxy_formula_repeated_value_not_true_interpolated_TMM_FWHM,needs FDTD confirmation,1.200252
R2_1_01715,R2B_Khaidarov_hybrid_scaled_control,453,260,8,6,0.8534,none,452.94,4.01141,0.0,27.0,0.0,1.43191,0.722051,0.324177,0.510022,0.686028,0.965336,1.983115,Level C,angular too broad,1.325769,true_two_mirror_cavity,DBR proxy,medium,broad_or_pedestal_proxy,yes_proxy_I_basis,1.43191,0.722051,1.43191,,proxy_formula_repeated_value_not_true_interpolated_TMM_FWHM,needs FDTD confirmation,1.063743
R2_1_01587,R2B_Khaidarov_hybrid_scaled_control,453,240,8,2,0.4727,none,452.58,4.558344,2.0,27.0,2.0,1.459824,0.742166,0.284779,0.485358,0.728122,0.970934,1.966978,Level C,angular too broad,1.325482,weak_bottom_reflector,weak DBR proxy,medium,broad_or_pedestal_proxy,yes_proxy_I_basis,1.459824,0.742166,1.459824,,proxy_formula_repeated_value_not_true_interpolated_TMM_FWHM,needs FDTD confirmation,-0.145507
R2_1_04110,R2D_all_dielectric_highR_mediumR_scan,453,250,8,6,0.8534,SiO2_25nm,452.265,3.954752,2.0,26.0,2.0,1.38521,0.59146,0.361501,0.561869,0.700787,0.966292,2.342019,Level C,angular too broad,1.32546,true_two_mirror_cavity,DBR proxy,medium,broad_or_pedestal_proxy,yes_proxy_I_basis,1.38521,0.59146,1.38521,,proxy_formula_repeated_value_not_true_interpolated_TMM_FWHM,needs FDTD confirmation,1.176613
R2_1_04190,R2D_all_dielectric_highR_mediumR_scan,453,300,8,8,0.9227,SiO2_25nm,453.645,3.871385,3.0,26.0,3.0,1.399098,0.628683,0.364571,0.561687,0.681524,0.963964,2.225444,Level C,angular too broad,1.325013,true_two_mirror_cavity,DBR proxy,medium,broad_or_pedestal_proxy,yes_proxy_I_basis,1.399098,0.628683,1.399098,,proxy_formula_repeated_value_not_true_interpolated_TMM_FWHM,needs FDTD confirmation,1.03542
