candidate_id,compiled_layer_sequence,complex_index_reconstruction,defect_material_id,duplicate_group_id,extrapolation_policy,geometry,high_index_material_id,interpolation_axis,interpolation_method,interpolation_source_quantity,logical_layer_sequence,low_index_material_id,material_model,material_policy_id,physical_sequence_hash,propagation_direction,topology_id,total_layer_count_compiled,total_layer_count_logical,total_thickness_nm
ZL1_N4_M1_L76_H43,H43 L76 H43 L76 H43 L76 H43 L152 H43 L76 H43 L76 H43 L76 H43 L76,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_3d2f09fa665b54ae,forbidden,"{""N"": 4, ""M_added"": 1, ""L_nm"": 76, ""H_nm"": 43, ""effective_central_L_thickness_nm"": 76}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,H43 L76 H43 L76 H43 L76 H43 L76 L76 H43 L76 H43 L76 H43 L76 H43 L76,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,3d2f09fa665b54ae,GaN -> reverse(stack) -> Air,ZL-1,16,17,1028
ZL1_N4_M1_L77_H43,H43 L77 H43 L77 H43 L77 H43 L154 H43 L77 H43 L77 H43 L77 H43 L77,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_3882334054490eb1,forbidden,"{""N"": 4, ""M_added"": 1, ""L_nm"": 77, ""H_nm"": 43, ""effective_central_L_thickness_nm"": 77}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,H43 L77 H43 L77 H43 L77 H43 L77 L77 H43 L77 H43 L77 H43 L77 H43 L77,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,3882334054490eb1,GaN -> reverse(stack) -> Air,ZL-1,16,17,1037
ZL1_N4_M1_L78_H43,H43 L78 H43 L78 H43 L78 H43 L156 H43 L78 H43 L78 H43 L78 H43 L78,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_1e4920caf6770bc9,forbidden,"{""N"": 4, ""M_added"": 1, ""L_nm"": 78, ""H_nm"": 43, ""effective_central_L_thickness_nm"": 78}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,H43 L78 H43 L78 H43 L78 H43 L78 L78 H43 L78 H43 L78 H43 L78 H43 L78,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,1e4920caf6770bc9,GaN -> reverse(stack) -> Air,ZL-1,16,17,1046
ZL1_N4_M1_L79_H43,H43 L79 H43 L79 H43 L79 H43 L158 H43 L79 H43 L79 H43 L79 H43 L79,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_da3029361e87164c,forbidden,"{""N"": 4, ""M_added"": 1, ""L_nm"": 79, ""H_nm"": 43, ""effective_central_L_thickness_nm"": 79}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,H43 L79 H43 L79 H43 L79 H43 L79 L79 H43 L79 H43 L79 H43 L79 H43 L79,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,da3029361e87164c,GaN -> reverse(stack) -> Air,ZL-1,16,17,1055
ZL1_N4_M1_L80_H43,H43 L80 H43 L80 H43 L80 H43 L160 H43 L80 H43 L80 H43 L80 H43 L80,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_bebcd91f5a3acea4,forbidden,"{""N"": 4, ""M_added"": 1, ""L_nm"": 80, ""H_nm"": 43, ""effective_central_L_thickness_nm"": 80}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,H43 L80 H43 L80 H43 L80 H43 L80 L80 H43 L80 H43 L80 H43 L80 H43 L80,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,bebcd91f5a3acea4,GaN -> reverse(stack) -> Air,ZL-1,16,17,1064
ZL1_N4_M1_L81_H43,H43 L81 H43 L81 H43 L81 H43 L162 H43 L81 H43 L81 H43 L81 H43 L81,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_5864432f6c8dbe0d,forbidden,"{""N"": 4, ""M_added"": 1, ""L_nm"": 81, ""H_nm"": 43, ""effective_central_L_thickness_nm"": 81}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,H43 L81 H43 L81 H43 L81 H43 L81 L81 H43 L81 H43 L81 H43 L81 H43 L81,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,5864432f6c8dbe0d,GaN -> reverse(stack) -> Air,ZL-1,16,17,1073
ZL1_N4_M1_L82_H43,H43 L82 H43 L82 H43 L82 H43 L164 H43 L82 H43 L82 H43 L82 H43 L82,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_a8f90628bb5f5f28,forbidden,"{""N"": 4, ""M_added"": 1, ""L_nm"": 82, ""H_nm"": 43, ""effective_central_L_thickness_nm"": 82}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,H43 L82 H43 L82 H43 L82 H43 L82 L82 H43 L82 H43 L82 H43 L82 H43 L82,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,a8f90628bb5f5f28,GaN -> reverse(stack) -> Air,ZL-1,16,17,1082
ZL1_N4_M1_L76_H44,H44 L76 H44 L76 H44 L76 H44 L152 H44 L76 H44 L76 H44 L76 H44 L76,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_a02f6324cc6fbd83,forbidden,"{""N"": 4, ""M_added"": 1, ""L_nm"": 76, ""H_nm"": 44, ""effective_central_L_thickness_nm"": 76}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,H44 L76 H44 L76 H44 L76 H44 L76 L76 H44 L76 H44 L76 H44 L76 H44 L76,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,a02f6324cc6fbd83,GaN -> reverse(stack) -> Air,ZL-1,16,17,1036
ZL1_N4_M1_L77_H44,H44 L77 H44 L77 H44 L77 H44 L154 H44 L77 H44 L77 H44 L77 H44 L77,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_54292deb0d31bf2f,forbidden,"{""N"": 4, ""M_added"": 1, ""L_nm"": 77, ""H_nm"": 44, ""effective_central_L_thickness_nm"": 77}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,H44 L77 H44 L77 H44 L77 H44 L77 L77 H44 L77 H44 L77 H44 L77 H44 L77,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,54292deb0d31bf2f,GaN -> reverse(stack) -> Air,ZL-1,16,17,1045
ZL1_N4_M1_L78_H44,H44 L78 H44 L78 H44 L78 H44 L156 H44 L78 H44 L78 H44 L78 H44 L78,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_a1ad91b0bf8f61a2,forbidden,"{""N"": 4, ""M_added"": 1, ""L_nm"": 78, ""H_nm"": 44, ""effective_central_L_thickness_nm"": 78}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,H44 L78 H44 L78 H44 L78 H44 L78 L78 H44 L78 H44 L78 H44 L78 H44 L78,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,a1ad91b0bf8f61a2,GaN -> reverse(stack) -> Air,ZL-1,16,17,1054
ZL1_N4_M1_L79_H44,H44 L79 H44 L79 H44 L79 H44 L158 H44 L79 H44 L79 H44 L79 H44 L79,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_1edc8133e2fd39cd,forbidden,"{""N"": 4, ""M_added"": 1, ""L_nm"": 79, ""H_nm"": 44, ""effective_central_L_thickness_nm"": 79}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,H44 L79 H44 L79 H44 L79 H44 L79 L79 H44 L79 H44 L79 H44 L79 H44 L79,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,1edc8133e2fd39cd,GaN -> reverse(stack) -> Air,ZL-1,16,17,1063
ZL1_N4_M1_L80_H44,H44 L80 H44 L80 H44 L80 H44 L160 H44 L80 H44 L80 H44 L80 H44 L80,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_a46d0f2a0c094cb0,forbidden,"{""N"": 4, ""M_added"": 1, ""L_nm"": 80, ""H_nm"": 44, ""effective_central_L_thickness_nm"": 80}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,H44 L80 H44 L80 H44 L80 H44 L80 L80 H44 L80 H44 L80 H44 L80 H44 L80,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,a46d0f2a0c094cb0,GaN -> reverse(stack) -> Air,ZL-1,16,17,1072
ZL1_N4_M1_L81_H44,H44 L81 H44 L81 H44 L81 H44 L162 H44 L81 H44 L81 H44 L81 H44 L81,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_c8655f9a852c4dfb,forbidden,"{""N"": 4, ""M_added"": 1, ""L_nm"": 81, ""H_nm"": 44, ""effective_central_L_thickness_nm"": 81}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,H44 L81 H44 L81 H44 L81 H44 L81 L81 H44 L81 H44 L81 H44 L81 H44 L81,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,c8655f9a852c4dfb,GaN -> reverse(stack) -> Air,ZL-1,16,17,1081
ZL1_N4_M1_L82_H44,H44 L82 H44 L82 H44 L82 H44 L164 H44 L82 H44 L82 H44 L82 H44 L82,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_0e09d00bf35676c1,forbidden,"{""N"": 4, ""M_added"": 1, ""L_nm"": 82, ""H_nm"": 44, ""effective_central_L_thickness_nm"": 82}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,H44 L82 H44 L82 H44 L82 H44 L82 L82 H44 L82 H44 L82 H44 L82 H44 L82,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,0e09d00bf35676c1,GaN -> reverse(stack) -> Air,ZL-1,16,17,1090
ZL1_N4_M1_L76_H45,H45 L76 H45 L76 H45 L76 H45 L152 H45 L76 H45 L76 H45 L76 H45 L76,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_b2621b43efc31a1c,forbidden,"{""N"": 4, ""M_added"": 1, ""L_nm"": 76, ""H_nm"": 45, ""effective_central_L_thickness_nm"": 76}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,H45 L76 H45 L76 H45 L76 H45 L76 L76 H45 L76 H45 L76 H45 L76 H45 L76,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,b2621b43efc31a1c,GaN -> reverse(stack) -> Air,ZL-1,16,17,1044
ZL1_N4_M1_L77_H45,H45 L77 H45 L77 H45 L77 H45 L154 H45 L77 H45 L77 H45 L77 H45 L77,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_fd057d1d4e12b280,forbidden,"{""N"": 4, ""M_added"": 1, ""L_nm"": 77, ""H_nm"": 45, ""effective_central_L_thickness_nm"": 77}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,H45 L77 H45 L77 H45 L77 H45 L77 L77 H45 L77 H45 L77 H45 L77 H45 L77,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,fd057d1d4e12b280,GaN -> reverse(stack) -> Air,ZL-1,16,17,1053
ZL1_N4_M1_L78_H45,H45 L78 H45 L78 H45 L78 H45 L156 H45 L78 H45 L78 H45 L78 H45 L78,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_8f8881a4834eee53,forbidden,"{""N"": 4, ""M_added"": 1, ""L_nm"": 78, ""H_nm"": 45, ""effective_central_L_thickness_nm"": 78}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,H45 L78 H45 L78 H45 L78 H45 L78 L78 H45 L78 H45 L78 H45 L78 H45 L78,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,8f8881a4834eee53,GaN -> reverse(stack) -> Air,ZL-1,16,17,1062
ZL1_N4_M1_L79_H45,H45 L79 H45 L79 H45 L79 H45 L158 H45 L79 H45 L79 H45 L79 H45 L79,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_c0a1881df33e7f40,forbidden,"{""N"": 4, ""M_added"": 1, ""L_nm"": 79, ""H_nm"": 45, ""effective_central_L_thickness_nm"": 79}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,H45 L79 H45 L79 H45 L79 H45 L79 L79 H45 L79 H45 L79 H45 L79 H45 L79,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,c0a1881df33e7f40,GaN -> reverse(stack) -> Air,ZL-1,16,17,1071
ZL1_N4_M1_L80_H45,H45 L80 H45 L80 H45 L80 H45 L160 H45 L80 H45 L80 H45 L80 H45 L80,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_a47828498c86e782,forbidden,"{""N"": 4, ""M_added"": 1, ""L_nm"": 80, ""H_nm"": 45, ""effective_central_L_thickness_nm"": 80}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,H45 L80 H45 L80 H45 L80 H45 L80 L80 H45 L80 H45 L80 H45 L80 H45 L80,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,a47828498c86e782,GaN -> reverse(stack) -> Air,ZL-1,16,17,1080
ZL1_N4_M1_L81_H45,H45 L81 H45 L81 H45 L81 H45 L162 H45 L81 H45 L81 H45 L81 H45 L81,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_2e3c051941fe0b10,forbidden,"{""N"": 4, ""M_added"": 1, ""L_nm"": 81, ""H_nm"": 45, ""effective_central_L_thickness_nm"": 81}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,H45 L81 H45 L81 H45 L81 H45 L81 L81 H45 L81 H45 L81 H45 L81 H45 L81,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,2e3c051941fe0b10,GaN -> reverse(stack) -> Air,ZL-1,16,17,1089
ZL1_N4_M1_L82_H45,H45 L82 H45 L82 H45 L82 H45 L164 H45 L82 H45 L82 H45 L82 H45 L82,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_0721279756d36c4d,forbidden,"{""N"": 4, ""M_added"": 1, ""L_nm"": 82, ""H_nm"": 45, ""effective_central_L_thickness_nm"": 82}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,H45 L82 H45 L82 H45 L82 H45 L82 L82 H45 L82 H45 L82 H45 L82 H45 L82,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,0721279756d36c4d,GaN -> reverse(stack) -> Air,ZL-1,16,17,1098
ZL1_N4_M1_L76_H46,H46 L76 H46 L76 H46 L76 H46 L152 H46 L76 H46 L76 H46 L76 H46 L76,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_b98246cd6ce8e43f,forbidden,"{""N"": 4, ""M_added"": 1, ""L_nm"": 76, ""H_nm"": 46, ""effective_central_L_thickness_nm"": 76}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,H46 L76 H46 L76 H46 L76 H46 L76 L76 H46 L76 H46 L76 H46 L76 H46 L76,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,b98246cd6ce8e43f,GaN -> reverse(stack) -> Air,ZL-1,16,17,1052
ZL1_N4_M1_L77_H46,H46 L77 H46 L77 H46 L77 H46 L154 H46 L77 H46 L77 H46 L77 H46 L77,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_878564712aa80e07,forbidden,"{""N"": 4, ""M_added"": 1, ""L_nm"": 77, ""H_nm"": 46, ""effective_central_L_thickness_nm"": 77}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,H46 L77 H46 L77 H46 L77 H46 L77 L77 H46 L77 H46 L77 H46 L77 H46 L77,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,878564712aa80e07,GaN -> reverse(stack) -> Air,ZL-1,16,17,1061
ZL1_N4_M1_L78_H46,H46 L78 H46 L78 H46 L78 H46 L156 H46 L78 H46 L78 H46 L78 H46 L78,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_d56e4bbbd90c74c2,forbidden,"{""N"": 4, ""M_added"": 1, ""L_nm"": 78, ""H_nm"": 46, ""effective_central_L_thickness_nm"": 78}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,H46 L78 H46 L78 H46 L78 H46 L78 L78 H46 L78 H46 L78 H46 L78 H46 L78,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,d56e4bbbd90c74c2,GaN -> reverse(stack) -> Air,ZL-1,16,17,1070
ZL1_N4_M1_L79_H46,H46 L79 H46 L79 H46 L79 H46 L158 H46 L79 H46 L79 H46 L79 H46 L79,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_1468bba7d8bc592a,forbidden,"{""N"": 4, ""M_added"": 1, ""L_nm"": 79, ""H_nm"": 46, ""effective_central_L_thickness_nm"": 79}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,H46 L79 H46 L79 H46 L79 H46 L79 L79 H46 L79 H46 L79 H46 L79 H46 L79,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,1468bba7d8bc592a,GaN -> reverse(stack) -> Air,ZL-1,16,17,1079
ZL1_N4_M1_L80_H46,H46 L80 H46 L80 H46 L80 H46 L160 H46 L80 H46 L80 H46 L80 H46 L80,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_79f04753b50383f1,forbidden,"{""N"": 4, ""M_added"": 1, ""L_nm"": 80, ""H_nm"": 46, ""effective_central_L_thickness_nm"": 80}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,H46 L80 H46 L80 H46 L80 H46 L80 L80 H46 L80 H46 L80 H46 L80 H46 L80,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,79f04753b50383f1,GaN -> reverse(stack) -> Air,ZL-1,16,17,1088
ZL1_N4_M1_L81_H46,H46 L81 H46 L81 H46 L81 H46 L162 H46 L81 H46 L81 H46 L81 H46 L81,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_5ba79768445f8cf7,forbidden,"{""N"": 4, ""M_added"": 1, ""L_nm"": 81, ""H_nm"": 46, ""effective_central_L_thickness_nm"": 81}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,H46 L81 H46 L81 H46 L81 H46 L81 L81 H46 L81 H46 L81 H46 L81 H46 L81,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,5ba79768445f8cf7,GaN -> reverse(stack) -> Air,ZL-1,16,17,1097
ZL1_N4_M1_L82_H46,H46 L82 H46 L82 H46 L82 H46 L164 H46 L82 H46 L82 H46 L82 H46 L82,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_9034638b7a52d53a,forbidden,"{""N"": 4, ""M_added"": 1, ""L_nm"": 82, ""H_nm"": 46, ""effective_central_L_thickness_nm"": 82}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,H46 L82 H46 L82 H46 L82 H46 L82 L82 H46 L82 H46 L82 H46 L82 H46 L82,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,9034638b7a52d53a,GaN -> reverse(stack) -> Air,ZL-1,16,17,1106
ZL1_N4_M1_L76_H47,H47 L76 H47 L76 H47 L76 H47 L152 H47 L76 H47 L76 H47 L76 H47 L76,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_3d23dca9529dfd48,forbidden,"{""N"": 4, ""M_added"": 1, ""L_nm"": 76, ""H_nm"": 47, ""effective_central_L_thickness_nm"": 76}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,H47 L76 H47 L76 H47 L76 H47 L76 L76 H47 L76 H47 L76 H47 L76 H47 L76,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,3d23dca9529dfd48,GaN -> reverse(stack) -> Air,ZL-1,16,17,1060
ZL1_N4_M1_L77_H47,H47 L77 H47 L77 H47 L77 H47 L154 H47 L77 H47 L77 H47 L77 H47 L77,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_b15a20ff30700f52,forbidden,"{""N"": 4, ""M_added"": 1, ""L_nm"": 77, ""H_nm"": 47, ""effective_central_L_thickness_nm"": 77}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,H47 L77 H47 L77 H47 L77 H47 L77 L77 H47 L77 H47 L77 H47 L77 H47 L77,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,b15a20ff30700f52,GaN -> reverse(stack) -> Air,ZL-1,16,17,1069
ZL1_N4_M1_L78_H47,H47 L78 H47 L78 H47 L78 H47 L156 H47 L78 H47 L78 H47 L78 H47 L78,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_751f054c94cf9bce,forbidden,"{""N"": 4, ""M_added"": 1, ""L_nm"": 78, ""H_nm"": 47, ""effective_central_L_thickness_nm"": 78}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,H47 L78 H47 L78 H47 L78 H47 L78 L78 H47 L78 H47 L78 H47 L78 H47 L78,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,751f054c94cf9bce,GaN -> reverse(stack) -> Air,ZL-1,16,17,1078
ZL1_N4_M1_L79_H47,H47 L79 H47 L79 H47 L79 H47 L158 H47 L79 H47 L79 H47 L79 H47 L79,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_a871468935470aa7,forbidden,"{""N"": 4, ""M_added"": 1, ""L_nm"": 79, ""H_nm"": 47, ""effective_central_L_thickness_nm"": 79}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,H47 L79 H47 L79 H47 L79 H47 L79 L79 H47 L79 H47 L79 H47 L79 H47 L79,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,a871468935470aa7,GaN -> reverse(stack) -> Air,ZL-1,16,17,1087
ZL1_N4_M1_L80_H47,H47 L80 H47 L80 H47 L80 H47 L160 H47 L80 H47 L80 H47 L80 H47 L80,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_70c91c255bf462e8,forbidden,"{""N"": 4, ""M_added"": 1, ""L_nm"": 80, ""H_nm"": 47, ""effective_central_L_thickness_nm"": 80}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,H47 L80 H47 L80 H47 L80 H47 L80 L80 H47 L80 H47 L80 H47 L80 H47 L80,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,70c91c255bf462e8,GaN -> reverse(stack) -> Air,ZL-1,16,17,1096
ZL1_N4_M1_L81_H47,H47 L81 H47 L81 H47 L81 H47 L162 H47 L81 H47 L81 H47 L81 H47 L81,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_2a9899603992633b,forbidden,"{""N"": 4, ""M_added"": 1, ""L_nm"": 81, ""H_nm"": 47, ""effective_central_L_thickness_nm"": 81}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,H47 L81 H47 L81 H47 L81 H47 L81 L81 H47 L81 H47 L81 H47 L81 H47 L81,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,2a9899603992633b,GaN -> reverse(stack) -> Air,ZL-1,16,17,1105
ZL1_N4_M1_L82_H47,H47 L82 H47 L82 H47 L82 H47 L164 H47 L82 H47 L82 H47 L82 H47 L82,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_7c3f9d8a988ed650,forbidden,"{""N"": 4, ""M_added"": 1, ""L_nm"": 82, ""H_nm"": 47, ""effective_central_L_thickness_nm"": 82}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,H47 L82 H47 L82 H47 L82 H47 L82 L82 H47 L82 H47 L82 H47 L82 H47 L82,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,7c3f9d8a988ed650,GaN -> reverse(stack) -> Air,ZL-1,16,17,1114
ZL1_N4_M3_L76_H42,H42 L76 H42 L76 H42 L76 H42 L304 H42 L76 H42 L76 H42 L76 H42 L76,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_3c60e16241274f77,forbidden,"{""N"": 4, ""M_added"": 3, ""L_nm"": 76, ""H_nm"": 42, ""effective_central_L_thickness_nm"": 228}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,H42 L76 H42 L76 H42 L76 H42 L76 L76 L76 L76 H42 L76 H42 L76 H42 L76 H42 L76,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,3c60e16241274f77,GaN -> reverse(stack) -> Air,ZL-1,16,19,1172
ZL1_N4_M3_L77_H42,H42 L77 H42 L77 H42 L77 H42 L308 H42 L77 H42 L77 H42 L77 H42 L77,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_8042596c5ea84055,forbidden,"{""N"": 4, ""M_added"": 3, ""L_nm"": 77, ""H_nm"": 42, ""effective_central_L_thickness_nm"": 231}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,H42 L77 H42 L77 H42 L77 H42 L77 L77 L77 L77 H42 L77 H42 L77 H42 L77 H42 L77,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,8042596c5ea84055,GaN -> reverse(stack) -> Air,ZL-1,16,19,1183
ZL1_N4_M3_L78_H42,H42 L78 H42 L78 H42 L78 H42 L312 H42 L78 H42 L78 H42 L78 H42 L78,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_0fba7a312dd8b988,forbidden,"{""N"": 4, ""M_added"": 3, ""L_nm"": 78, ""H_nm"": 42, ""effective_central_L_thickness_nm"": 234}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,H42 L78 H42 L78 H42 L78 H42 L78 L78 L78 L78 H42 L78 H42 L78 H42 L78 H42 L78,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,0fba7a312dd8b988,GaN -> reverse(stack) -> Air,ZL-1,16,19,1194
ZL1_N4_M3_L79_H42,H42 L79 H42 L79 H42 L79 H42 L316 H42 L79 H42 L79 H42 L79 H42 L79,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_78bbf6ca5946ea62,forbidden,"{""N"": 4, ""M_added"": 3, ""L_nm"": 79, ""H_nm"": 42, ""effective_central_L_thickness_nm"": 237}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,H42 L79 H42 L79 H42 L79 H42 L79 L79 L79 L79 H42 L79 H42 L79 H42 L79 H42 L79,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,78bbf6ca5946ea62,GaN -> reverse(stack) -> Air,ZL-1,16,19,1205
ZL1_N4_M3_L80_H42,H42 L80 H42 L80 H42 L80 H42 L320 H42 L80 H42 L80 H42 L80 H42 L80,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_2418caac7d844b69,forbidden,"{""N"": 4, ""M_added"": 3, ""L_nm"": 80, ""H_nm"": 42, ""effective_central_L_thickness_nm"": 240}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,H42 L80 H42 L80 H42 L80 H42 L80 L80 L80 L80 H42 L80 H42 L80 H42 L80 H42 L80,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,2418caac7d844b69,GaN -> reverse(stack) -> Air,ZL-1,16,19,1216
