case_id,angle_deg,normalized_intensity
BARE_GAN_AIR_450_XDIPOLE,-53.60083555667886,0.004904417361754624
BARE_GAN_AIR_450_XDIPOLE,-53.50434351143029,0.0049174444421412
BARE_GAN_AIR_450_XDIPOLE,-53.40807061268462,0.004930968248025206
BARE_GAN_AIR_450_XDIPOLE,-53.31201510408084,0.004944983140298287
BARE_GAN_AIR_450_XDIPOLE,-53.21617525143477,0.004959482786659493
BARE_GAN_AIR_450_XDIPOLE,-53.12054934234813,0.004974460171272704
BARE_GAN_AIR_450_XDIPOLE,-53.0251356858267,0.004989907605435411
BARE_GAN_AIR_450_XDIPOLE,-52.92993261190706,0.005005816739275946
BARE_GAN_AIR_450_XDIPOLE,-52.83493847129137,0.005022178574493435
BARE_GAN_AIR_450_XDIPOLE,-52.74015163499048,0.0050389834781516644
BARE_GAN_AIR_450_XDIPOLE,-52.64557049397493,0.005056221197534754
BARE_GAN_AIR_450_XDIPOLE,-52.551193458833374,0.005073880876068873
BARE_GAN_AIR_450_XDIPOLE,-52.45701895943875,0.005091951070310364
BARE_GAN_AIR_450_XDIPOLE,-52.36304544462159,0.005110419767996532
BARE_GAN_AIR_450_XDIPOLE,-52.26927138185029,0.005129274407151128
BARE_GAN_AIR_450_XDIPOLE,-52.17569525691843,0.005148501896231975
BARE_GAN_AIR_450_XDIPOLE,-52.08231557363882,0.005168088635303631
BARE_GAN_AIR_450_XDIPOLE,-51.98913085354383,0.005188020538213362
BARE_GAN_AIR_450_XDIPOLE,-51.8961396355923,0.005208283055743647
BARE_GAN_AIR_450_XDIPOLE,-51.80334047588273,0.00522886119970984
BARE_GAN_AIR_450_XDIPOLE,-51.7107319473721,0.005249739567966648
BARE_GAN_AIR_450_XDIPOLE,-51.61831263960104,0.005270902370282205
BARE_GAN_AIR_450_XDIPOLE,-51.52608115842447,0.0052923334550338446
BARE_GAN_AIR_450_XDIPOLE,-51.434036125747824,0.005314016336674892
BARE_GAN_AIR_450_XDIPOLE,-51.34217617926885,0.005335934223917272
BARE_GAN_AIR_450_XDIPOLE,-51.250499972224574,0.005358070048570385
BARE_GAN_AIR_450_XDIPOLE,-51.159006173143645,0.005380406494972336
