sample_index,L1_nm,W1_nm,L2_nm,W2_nm,A1,A2,A_mean,Delta_A,delta_theta_deg,D_nm,theta1_deg,theta2_deg,j1_center_y_nm,j2_center_y_nm,pillar_1_area_nm2,pillar_2_area_nm2,total_footprint_nm2,cell_area_nm2,footprint_fill_fraction,direct_clearance_nm,periodic_image_clearance_nm,global_minimum_clearance_nm,cell_containment_pass,overlap_or_touching_pass,minimum_lateral_feature_nm,aspect_ratio_H_over_min_feature,geometry_hash_sha256,nearest_object_image_pair
10526,255,90,197,78,0.4782608695652174,0.43272727272727274,0.45549407114624507,0.04553359683794467,80.484684259,216,0.0,80.484684259,108.0,-108.0,22950,15366,38316,186624.0,0.20531121399176955,67.408078911622,67.40807891162197,67.40807891162197,True,True,78,6.730769230769231,9737a8cd4a9f9149505c9b1405d68fa8a1d12e73fa5a2dee7076173ac9af5b7c,"{""distance_nm"": 67.40807891162197, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [22.180258907850117, 153.0], ""point_b_nm"": [22.180258907850124, 220.40807891162197], ""touch_or_overlap"": false}"
10529,255,93,199,77,0.46551724137931033,0.4420289855072464,0.45377311344327836,0.023488255872063935,83.023784906,214,0.0,83.023784906,107.0,-107.0,23715,15323,39038,186624.0,0.20917995541838136,64.06052647912634,68.06052647912634,64.06052647912634,True,True,77,6.818181818181818,7886178bb8244347480464b1471351598fe3a38ad85ca0e1731499a604212bdd,"{""distance_nm"": 64.06052647912634, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-26.129969722992016, 60.5], ""point_b_nm"": [-26.129969722992, -3.560526479126337], ""touch_or_overlap"": false}"
10532,252,89,197,78,0.4780058651026393,0.43272727272727274,0.455366568914956,0.04527859237536658,81.177166253,209,0.0,81.177166253,104.5,-104.5,22428,15366,37794,186624.0,0.20251414609053497,61.18371093839911,75.18371093839912,61.18371093839911,True,True,78,6.730769230769231,ae3030162b93a3de16e6797b2df2e962c5e95cdbce2e1d562195851e17b523fb,"{""distance_nm"": 61.18371093839911, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-23.43062983659908, 60.0], ""point_b_nm"": [-23.430629836599085, -1.1837109383991091], ""touch_or_overlap"": false}"
10533,263,94,204,80,0.4733893557422969,0.43661971830985913,0.455004537026078,0.036769637432437774,88.563640863,216,0.0,88.563640863,108.0,-108.0,24722,16320,41042,186624.0,0.21991812414266118,66.02938719932396,66.02938719932399,66.02938719932396,True,True,80,6.5625,c7b506544fc55d6dba0f3ca90b25c5797f9202e1ba8b7f50315f1d561058a98e,"{""distance_nm"": 66.02938719932396, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-37.43064118410548, 61.0], ""point_b_nm"": [-37.430641184105475, -5.029387199323967], ""touch_or_overlap"": false}"
10534,258,87,194,77,0.4956521739130435,0.4317343173431734,0.46369324562810843,0.06391785656987009,84.870403558,219,0.0,84.870403558,109.5,-109.5,22446,14938,37384,186624.0,0.20031721536351166,75.44624505064088,69.44624505064087,69.44624505064087,True,True,77,6.818181818181818,4cd89874f6455a12b2700c39fc24cd1ae9d6c788bbff8b01ecbc75f475c7fea3,"{""distance_nm"": 69.44624505064087, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [29.67315488001904, 153.0], ""point_b_nm"": [29.673154880019037, 222.44624505064087], ""touch_or_overlap"": false}"
10536,248,91,195,80,0.4631268436578171,0.41818181818181815,0.44065433091981765,0.044945025475998934,83.947094232,212,0.0,83.947094232,106.0,-106.0,22568,15600,38168,186624.0,0.2045181755829904,65.3256975852669,73.32569758526688,65.3256975852669,True,True,80,6.5625,1b07bfbbb29d018422f8404915b8b845f6f660db179d20ff07c3783af699442c,"{""distance_nm"": 65.3256975852669, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-29.495940922305437, 60.5], ""point_b_nm"": [-29.49594092230543, -4.825697585266889], ""touch_or_overlap"": false}"
10538,264,89,198,79,0.49575070821529743,0.4296028880866426,0.46267679815097,0.06614782012865483,80.253856927,215,0.0,80.253856927,107.5,-107.5,23496,15642,39138,186624.0,0.20971579218106995,66.24213697173387,68.24213697173386,66.24213697173387,True,True,79,6.6455696202531644,6e093cfc65589950123beabb42e9c82a99fecf7c1c6376c7ab60bfc6e4acbf95,"{""distance_nm"": 66.24213697173387, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-22.170881732112036, 63.0], ""point_b_nm"": [-22.170881732112033, -3.2421369717338697], ""touch_or_overlap"": false}"
10540,251,88,203,77,0.4808259587020649,0.45,0.46541297935103243,0.030825958702064893,89.486950189,213,0.0,89.486950189,106.5,-106.5,22088,15631,37719,186624.0,0.20211226851851852,67.15932906289663,73.15932906289666,67.15932906289663,True,True,77,6.818181818181818,f94d7be67be95de71359767b19009dfa04409efe7b04d9905d3ca90bdf3a8288,"{""distance_nm"": 67.15932906289663, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-37.58959620800189, 62.5], ""point_b_nm"": [-37.58959620800189, -4.659329062896639], ""touch_or_overlap"": false}"
10541,262,92,196,79,0.480225988700565,0.4254545454545455,0.4528402670775552,0.05477144324601951,82.100475579,220,0.0,82.100475579,110.0,-110.0,24104,15484,39588,186624.0,0.21212705761316872,71.50122598960318,63.50122598960317,63.50122598960317,True,True,79,6.6455696202531644,6d7f2a1e824ea52740c3f7b905012b47bad6e9a3301c24fcf1c63ef7f3dfcb1b,"{""distance_nm"": 63.50122598960317, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [25.656409069969257, 156.0], ""point_b_nm"": [25.656409069969264, 219.50122598960317], ""touch_or_overlap"": false}"
10543,246,94,200,80,0.4470588235294118,0.42857142857142855,0.43781512605042017,0.01848739495798324,85.793712884,210,0.0,85.793712884,105.0,-105.0,23124,16000,39124,186624.0,0.20964077503429354,60.335451212066786,72.33545121206677,60.335451212066786,True,True,80,6.5625,cb070d6bb872dda9fabc8a907b2ba19a235ad0b17706941a90e0cce91c60d7fe,"{""distance_nm"": 60.335451212066786, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-32.55749410151343, 58.0], ""point_b_nm"": [-32.557494101513406, -2.335451212066784], ""touch_or_overlap"": false}"
10544,245,90,202,77,0.4626865671641791,0.44802867383512546,0.4553576204996523,0.01465789332905365,79.792202264,219,0.0,79.792202264,109.5,-109.5,22050,15554,37604,186624.0,0.2014960562414266,67.77575934040472,61.77575934040473,61.77575934040473,True,True,77,6.818181818181818,d60ea84208dc7a2bb85697b88f9503e5708f3db268ff781208467a6e302d1f9a,"{""distance_nm"": 61.77575934040473, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [19.991515607686708, 154.5], ""point_b_nm"": [19.99151560768673, 216.27575934040473], ""touch_or_overlap"": false}"
10545,256,94,195,79,0.46285714285714286,0.4233576642335766,0.4431074035453597,0.03949947862356623,87.178676873,213,0.0,87.178676873,106.5,-106.5,24064,15405,39469,186624.0,0.21148941186556927,66.67393239606054,72.67393239606054,66.67393239606054,True,True,79,6.6455696202531644,48d65c0a6003dd25a3854dec34261c8ce200ddb96f3370cc2c92bb9ec5997ceb,"{""distance_nm"": 66.67393239606054, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-34.653027203083525, 59.5], ""point_b_nm"": [-34.65302720308353, -7.173932396060538], ""touch_or_overlap"": false}"
10546,261,87,205,78,0.5,0.44876325088339225,0.47438162544169615,0.05123674911660775,83.485439569,210,0.0,83.485439569,105.0,-105.0,22707,15990,38697,186624.0,0.20735275205761317,60.237064350126715,72.2370643501267,60.237064350126715,True,True,78,6.730769230769231,5a8c1169277d4a4add8cfc003024138f412d7104e113a6e3effc71c055991b81,"{""distance_nm"": 60.237064350126715, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-27.1189695060651, 61.5], ""point_b_nm"": [-27.118969506065092, 1.2629356498732873], ""touch_or_overlap"": false}"
10547,250,92,198,80,0.4619883040935672,0.4244604316546763,0.4432243678741218,0.03752787243889094,76.098964959,216,0.0,76.098964959,108.0,-108.0,23000,15840,38840,186624.0,0.2081189986282579,64.28967483633252,64.2896748363325,64.2896748363325,True,True,80,6.5625,6c5cab1a91e26952b6a5a84fe91cc1676a7fd4b32f2fdeb6a7244f9d44a29cc3,"{""distance_nm"": 64.2896748363325, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [15.044173416698257, 154.0], ""point_b_nm"": [15.044173416698246, 218.2896748363325], ""touch_or_overlap"": false}"
10549,264,93,203,79,0.4789915966386555,0.4397163120567376,0.45935395434769655,0.03927528458191787,85.332058221,211,0.0,85.332058221,105.5,-105.5,24552,16037,40589,186624.0,0.21749078360768176,60.12212386420562,70.1221238642056,60.12212386420562,True,True,79,6.6455696202531644,d1c9131c9cbaa8eb1e1bce671fe2f2a76a0998427d0e83a0a2a49c586c194a67,"{""distance_nm"": 60.12212386420562, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-31.10882468658636, 59.0], ""point_b_nm"": [-31.108824686586367, -1.1221238642056202], ""touch_or_overlap"": false}"
10550,258,91,200,80,0.4785100286532951,0.42857142857142855,0.45354072861236183,0.04993860008186657,89.025295526,208,0.0,89.025295526,104.0,-104.0,23478,16000,39478,186624.0,0.21153763717421126,61.834030450829694,77.83403045082969,61.834030450829694,True,True,80,6.5625,d4d3e93972e0989c500a6a32d5042ece51f9bf98d0523f25ea75b101f9516628,"{""distance_nm"": 61.834030450829694, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-38.29311393351965, 58.5], ""point_b_nm"": [-38.29311393351965, -3.3340304508296947], ""touch_or_overlap"": false}"
10552,246,87,199,78,0.4774774774774775,0.4368231046931408,0.45715029108530914,0.0406543727843367,88.1019862,215,0.0,88.1019862,107.5,-107.5,21402,15522,36924,186624.0,0.19785236625514405,70.76288847716756,72.76288847716756,70.76288847716756,True,True,78,6.730769230769231,1bf6d12a2e4cd85d5afd8b400b94ebd42db60b005d258ccb71b6f22d9688215b,"{""distance_nm"": 70.76288847716756, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-35.68311031897893, 64.0], ""point_b_nm"": [-35.68311031897893, -6.762888477167566], ""touch_or_overlap"": false}"
10554,262,89,196,77,0.4928774928774929,0.4358974358974359,0.46438746438746437,0.05698005698005698,77.022274285,212,0.0,77.022274285,106.0,-106.0,23318,15092,38410,186624.0,0.20581490054869683,63.35713927972292,71.3571392797229,63.35713927972292,True,True,77,6.818181818181818,bc4d6d3abb46a2dc7491d8fcb435c267414f6c0b8a409d8592d853572f187e16,"{""distance_nm"": 63.35713927972292, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-15.508531877549458, 61.5], ""point_b_nm"": [-15.508531877549462, -1.8571392797229205], ""touch_or_overlap"": false}"
10555,252,94,203,79,0.45664739884393063,0.4397163120567376,0.4481818554503341,0.016931086787193017,84.408748895,218,0.0,84.408748895,109.0,-109.0,23688,16037,39725,186624.0,0.21286115397805214,66.13438591751587,62.134385917515885,62.134385917515885,True,True,79,6.6455696202531644,3007da334bdeb595993f0e7c381449eacb9365dda062d3028077a83317761540,"{""distance_nm"": 62.134385917515885, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [29.422830983838196, 156.0], ""point_b_nm"": [29.422830983838203, 218.13438591751589], ""touch_or_overlap"": false}"
10556,249,90,204,79,0.4690265486725664,0.4416961130742049,0.45536133087338565,0.027330435598361458,86.255367547,214,0.0,86.255367547,107.0,-107.0,22410,16116,38526,186624.0,0.20643647119341563,64.63803421462283,68.63803421462282,64.63803421462283,True,True,79,6.6455696202531644,956d54a76a329b8b9292e3523d7c089905068e28f9fefd5a0adbca7042908e0e,"{""distance_nm"": 64.63803421462283, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-32.75408520187622, 62.0], ""point_b_nm"": [-32.754085201876215, -2.6380342146228317], ""touch_or_overlap"": false}"
10558,254,88,201,80,0.4853801169590643,0.4306049822064057,0.457992549582735,0.054775134752658605,82.562130242,210,0.0,82.562130242,105.0,-105.0,22352,16080,38432,186624.0,0.20593278463648834,61.16758466724727,73.16758466724724,61.16758466724727,True,True,80,6.5625,b93b7fc8fc08c2843db12900b859a64f698300c239cc5e53046277665556bf5e,"{""distance_nm"": 61.16758466724727, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-26.653605675428466, 61.0], ""point_b_nm"": [-26.653605675428462, -0.16758466724726873], ""touch_or_overlap"": false}"
10559,244,92,194,78,0.4523809523809524,0.4264705882352941,0.43942577030812324,0.025910364145658282,89.948604852,217,0.0,89.948604852,108.5,-108.5,22448,15132,37580,186624.0,0.20136745541838136,73.96505546195772,71.96505546195772,71.96505546195772,True,True,78,6.730769230769231,2dee6b3603454861d48650682b61d3db6755125026c8ea0b7b7fd99dab076bae,"{""distance_nm"": 71.96505546195772, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [38.91297390972656, 154.5], ""point_b_nm"": [38.91297390972656, 226.46505546195772], ""touch_or_overlap"": false}"
10563,249,94,197,77,0.4518950437317784,0.43795620437956206,0.44492562405567027,0.013938839352216348,86.601608545,218,0.0,86.601608545,109.0,-109.0,23406,15169,38575,186624.0,0.20669903120713307,70.39099656698608,66.39099656698608,66.39099656698608,True,True,77,6.818181818181818,c3d2ad3aa328318c7d3ac1599cf4cfe3c342ad987599aef9b556942642863452,"{""distance_nm"": 66.39099656698608, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [32.59338012872851, 156.0], ""point_b_nm"": [32.59338012872851, 222.39099656698608], ""touch_or_overlap"": false}"
10564,252,90,196,77,0.47368421052631576,0.4358974358974359,0.4547908232118758,0.03778677462887986,88.448227197,216,0.0,88.448227197,108.0,-108.0,22680,15092,37772,186624.0,0.2023962620027435,71.99335120556503,71.993351205565,71.993351205565,True,True,77,6.818181818181818,2694896473223e90c6a6ec143edbd77501d02f0b0a57b30a65ba830d0d333a9b,"{""distance_nm"": 71.993351205565, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [35.83201772849819, 153.0], ""point_b_nm"": [35.83201772849818, 224.993351205565], ""touch_or_overlap"": false}"
10566,257,88,199,78,0.48985507246376814,0.4368231046931408,0.46333908857845446,0.05303196777062735,77.368515283,213,0.0,77.368515283,106.5,-106.5,22616,15522,38138,186624.0,0.20435742455418382,63.379724174679964,69.37972417467995,63.379724174679964,True,True,78,6.730769230769231,48b4f4b5f58fac2479b19eea51ddf23f85026345de311da169fe91e0238227fd,"{""distance_nm"": 63.379724174679964, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-16.297464053751327, 62.5], ""point_b_nm"": [-16.29746405375132, -0.8797241746799624], ""touch_or_overlap"": false}"
10567,247,93,206,80,0.45294117647058824,0.4405594405594406,0.4467503085150144,0.012381735911147662,84.754989892,219,0.0,84.754989892,109.5,-109.5,22971,16480,39451,186624.0,0.21139296124828533,66.27467630930342,60.2746763093034,60.2746763093034,True,True,80,6.5625,204bfbb8012bcc34a90e91af9af638ea8737bd51bdf9abf19310b91b6b9a4e0f,"{""distance_nm"": 60.2746763093034, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [30.416781664185535, 156.0], ""point_b_nm"": [30.416781664185542, 216.2746763093034], ""touch_or_overlap"": false}"
10568,248,90,200,79,0.46745562130177515,0.4336917562724014,0.45057368878708826,0.03376386502937373,76.445205956,217,0.0,76.445205956,108.5,-108.5,22320,15800,38120,186624.0,0.20426097393689988,65.52755844742107,63.527558447421086,63.527558447421086,True,True,79,6.6455696202531644,0181af875c0f467fe10ffdea59f1919231fe7eefed1599506ce6c571afba4582,"{""distance_nm"": 63.527558447421086, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [14.962258847936852, 153.5], ""point_b_nm"": [14.962258847936852, 217.0275584474211], ""touch_or_overlap"": false}"
10570,264,88,197,80,0.5,0.4223826714801444,0.4611913357400722,0.07761732851985559,87.524917871,207,0.0,87.524917871,103.5,-103.5,23232,15760,38992,186624.0,0.20893347050754457,62.86449500149869,80.86449500149871,62.86449500149869,True,True,80,6.5625,60a262cca29524878048accb045b6b063251cb667248913c136a3905b70ba6b4,"{""distance_nm"": 62.86449500149869, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-35.708971403487936, 59.5], ""point_b_nm"": [-35.70897140348793, -3.3644950014986916], ""touch_or_overlap"": false}"
10571,253,92,203,78,0.4666666666666667,0.44483985765124556,0.4557532621589561,0.02182680901542111,80.138443261,214,0.0,80.138443261,107.0,-107.0,23276,15834,39110,186624.0,0.20956575788751713,61.320261528523616,65.32026152852362,61.320261528523616,True,True,78,6.730769230769231,5e18d8f11aec92e27e23446fa0e624f9948ba9fd6ed0348d09540ab747d5e660,"{""distance_nm"": 61.320261528523616, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-21.04004276748033, 61.0], ""point_b_nm"": [-21.04004276748035, -0.3202615285236172], ""touch_or_overlap"": false}"
10574,256,91,201,78,0.4755043227665706,0.44086021505376344,0.458182268910167,0.03464410771280718,85.678299218,209,0.0,85.678299218,104.5,-104.5,23296,15678,38974,186624.0,0.20883701989026063,60.346855477131655,74.34685547713167,60.346855477131655,True,True,78,6.730769230769231,04de2e99f25055f06d22afe7c31cf7c251f110bd6f83b3453c0d5411e5cafb0f,"{""distance_nm"": 60.346855477131655, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-31.31579114511139, 59.0], ""point_b_nm"": [-31.31579114511139, -1.3468554771316552], ""touch_or_overlap"": false}"
10575,245,95,195,80,0.4411764705882353,0.41818181818181815,0.42967914438502675,0.022994652406417126,78.291824609,215,0.0,78.291824609,107.5,-107.5,23275,15600,38875,186624.0,0.2083065414951989,63.911517473795854,65.91151747379587,63.911517473795854,True,True,80,6.5625,38570f45f5ba5fa5a0fe2fd5429bd17ccdb4b9225fb2c8075b2a4ee091a34eab,"{""distance_nm"": 63.911517473795854, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-19.38237054434518, 60.0], ""point_b_nm"": [-19.38237054434517, -3.911517473795854], ""touch_or_overlap"": false}"
10576,246,91,207,78,0.4599406528189911,0.45263157894736844,0.4562861158831798,0.007309073871622662,87.063263208,212,0.0,87.063263208,106.0,-106.0,22386,16146,38532,186624.0,0.20646862139917696,61.13782705041402,69.13782705041402,61.13782705041402,True,True,78,6.730769230769231,5c58c5d08901243811cac3fb320a23e891a433cb237de13be2556b3ac20dca92,"{""distance_nm"": 61.13782705041402, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-33.64613664808385, 60.5], ""point_b_nm"": [-33.646136648083846, -0.6378270504140147], ""touch_or_overlap"": false}"
10579,251,93,197,79,0.45930232558139533,0.427536231884058,0.4434192787327267,0.03176609369733735,83.370025903,209,0.0,83.370025903,104.5,-104.5,23343,15563,38906,186624.0,0.20847265089163236,60.098174513915595,74.09817451391558,60.098174513915595,True,True,79,6.6455696202531644,5078042745c165701ac95782a6013b8b699db0b430e3e55d3521166711d8cce2,"{""distance_nm"": 60.098174513915595, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-27.8633475576341, 58.0], ""point_b_nm"": [-27.863347557634103, -2.098174513915592], ""touch_or_overlap"": false}"
10580,254,87,199,79,0.4897360703812317,0.4316546762589928,0.46069537332011223,0.058081394122238894,85.216644555,211,0.0,85.216644555,105.5,-105.5,22098,15721,37819,186624.0,0.20264810528120714,65.0527059064276,75.0527059064276,65.0527059064276,True,True,79,6.6455696202531644,c33fd36f8a1fa482f59ba1d69efb14071ae14a41238b522dcf15ae6c83ec21f9,"{""distance_nm"": 65.0527059064276, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-31.065285012455405, 62.0], ""point_b_nm"": [-31.065285012455405, -3.0527059064275983], ""touch_or_overlap"": false}"
10582,259,89,195,80,0.4885057471264368,0.41818181818181815,0.45334378265412745,0.07032392894461864,81.52340725,214,0.0,81.52340725,107.0,-107.0,23051,15600,38651,186624.0,0.2071062671467764,67.16885971678667,71.16885971678667,67.16885971678667,True,True,80,6.5625,5b9196ca359e8e5fb6c87c76ea8e098d6d7f1abb8dfae6c483a20ab072985e23,"{""distance_nm"": 67.16885971678667, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-25.19102475758605, 62.5], ""point_b_nm"": [-25.19102475758605, -4.668859716786664], ""touch_or_overlap"": false}"
10584,247,88,194,77,0.4746268656716418,0.4317343173431734,0.45318059150740764,0.042892548328468394,80.600097924,210,0.0,80.600097924,105.0,-105.0,21736,14938,36674,186624.0,0.1965127743484225,64.01448861806122,76.01448861806122,64.01448861806122,True,True,77,6.818181818181818,4306bdc78d8672ffcbea4d53f056df65a3c6ec49349a7000d7dd2b044e43e964,"{""distance_nm"": 64.01448861806122, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-22.14058418751496, 61.0], ""point_b_nm"": [-22.14058418751496, -3.014488618061228], ""touch_or_overlap"": false}"
10585,258,92,201,80,0.4742857142857143,0.4306049822064057,0.45244534824606,0.043680732079308615,87.986572534,217,0.0,87.986572534,108.5,-108.5,23736,16080,39816,186624.0,0.21334876543209877,69.15669835511876,67.15669835511875,67.15669835511875,True,True,80,6.5625,88b3e814bac39001b61ec0f486bdf33c165a1a891472a6c3b4129eec43743f29,"{""distance_nm"": 67.15669835511875, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [36.444367329804635, 154.5], ""point_b_nm"": [36.444367329804635, 221.65669835511875], ""touch_or_overlap"": false}"
10586,263,90,198,79,0.49008498583569404,0.4296028880866426,0.4598439369611683,0.060482097749051444,84.293335229,220,0.0,84.293335229,110.0,-110.0,23670,15642,39312,186624.0,0.21064814814814814,72.56294089953671,64.56294089953673,64.56294089953673,True,True,79,6.6455696202531644,057b8d56a62533d128382a4e13aefadc92ae6b166049acab0a72237667980de4,"{""distance_nm"": 64.56294089953673, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [29.460124284330362, 155.0], ""point_b_nm"": [29.460124284330366, 219.56294089953673], ""touch_or_overlap"": false}"
10589,260,93,196,78,0.4730878186968839,0.4306569343065693,0.4518723765017266,0.04243088439031456,86.139953881,215,0.0,86.139953881,107.5,-107.5,24180,15288,39468,186624.0,0.2114840534979424,68.096853488883,70.096853488883,68.096853488883,True,True,78,6.730769230769231,4200ba91c27cd4b2bc941698b32e0407fec982e43625b16104488636f947a9a1,"{""distance_nm"": 68.096853488883, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-32.31421004244382, 61.0], ""point_b_nm"": [-32.31421004244381, -7.0968534888830055], ""touch_or_overlap"": false}"
10590,255,87,206,79,0.49122807017543857,0.4456140350877193,0.46842105263157896,0.045614035087719274,89.833191186,218,0.0,89.833191186,109.0,-109.0,22185,16274,38459,186624.0,0.20607746056241427,71.38543783841959,67.38543783841959,67.38543783841959,True,True,79,6.6455696202531644,f1c418ff45585db685cec25030881d7c2138b9f45b0cb64e58a06eeadd680f52,"{""distance_nm"": 67.38543783841959, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [39.19996263041037, 152.5], ""point_b_nm"": [39.199962630410376, 219.8854378384196], ""touch_or_overlap"": false}"
10591,245,91,199,77,0.4583333333333333,0.4420289855072464,0.45018115942028986,0.016304347826086918,82.446716577,212,0.0,82.446716577,106.0,-106.0,22295,15323,37618,186624.0,0.20157107338820301,62.80260301127498,70.80260301127498,62.80260301127498,True,True,77,6.818181818181818,a8507ddf32bc73f64b1dc573a81ba783206dd7439cc20a142866d0c4d3264424,"{""distance_nm"": 62.80260301127498, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-25.086846309625372, 60.5], ""point_b_nm"": [-25.08684630962538, -2.3026030112749787], ""touch_or_overlap"": false}"
10592,244,89,196,78,0.46546546546546547,0.4306569343065693,0.4480611998860174,0.03480853115889615,84.524162561,213,0.0,84.524162561,106.5,-106.5,21716,15288,37004,186624.0,0.19828103566529492,67.22560730149237,73.22560730149237,67.22560730149237,True,True,78,6.730769230769231,3c387c0d20e418f7a1928c643f6c0dd1eba7a45f389568c680e5b816c51c1883,"{""distance_nm"": 67.22560730149237, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-29.47027966525708, 62.0], ""point_b_nm"": [-29.47027966525706, -5.225607301492371], ""touch_or_overlap"": false}"
10594,260,87,200,77,0.49855907780979825,0.44404332129963897,0.4713011995547186,0.054515756510159274,80.830925256,216,0.0,80.830925256,108.0,-108.0,22620,15400,38020,186624.0,0.20372513717421126,67.64284646208331,67.64284646208333,67.64284646208331,True,True,77,6.818181818181818,d226118679c26bc0a71d0310d2936fc528d3f2835719957e78eeb3000b870d3a,"{""distance_nm"": 67.64284646208331, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-22.07322703923836, 64.5], ""point_b_nm"": [-22.07322703923837, -3.142846462083308], ""touch_or_overlap"": false}"
10595,250,91,206,79,0.4662756598240469,0.4456140350877193,0.4559448474558831,0.0206616247363276,88.217399865,210,0.0,88.217399865,105.0,-105.0,22750,16274,39024,186624.0,0.20910493827160495,60.321111224452665,72.32111122445266,60.321111224452665,True,True,79,6.6455696202531644,64c47c19197ac96e0120dea724dc5cdf1868adb0f4d14cb437c1ec40d020b8c2,"{""distance_nm"": 60.321111224452665, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-36.276840180646104, 59.5], ""point_b_nm"": [-36.276840180646104, -0.8211112244526668], ""touch_or_overlap"": false}"
